45,23,21,37,15869,19355
11,35,47,14,9187,16573
99,29,70,92,5883,6013
29,43,31,15,8625,5987
49,39,25,80,1776,2856
27,11,17,46,13003,7114
54,14,11,76,16886,4026
34,18,16,40,7878,10310
14,57,77,15,7826,5595
19,50,70,43,692,16327
51,11,27,80,19598,7460
86,46,24,95,10030,13499
85,61,27,60,8478,8481
16,23,82,30,4332,2888
51,14,18,59,15431,9761
19,58,48,15,13183,3940
29,99,87,60,6090,7044
34,11,12,40,18710,1065
17,46,44,13,4698,3273
76,86,59,19,9951,9111
12,30,60,44,15416,19276
50,14,21,73,2127,7059
37,68,55,18,16182,18552
16,59,62,32,2728,4554
91,25,56,80,4032,2400
54,17,30,69,8828,15418
21,47,46,13,4247,3836
43,15,20,71,10222,2796
50,72,69,19,1047,463
12,47,87,41,6288,5444
27,65,41,17,8972,14008
13,60,90,44,2050,3148
19,44,62,39,14606,17376
44,73,88,39,10384,7170
17,51,61,26,4865,18025
18,58,92,17,8214,2994
61,29,25,51,17234,7118
82,39,17,26,5753,3614
31,58,48,16,2723,12770
11,57,70,15,13033,19721
51,28,18,84,3027,8036
87,64,12,86,3813,9982
97,94,12,71,4516,7523
29,66,67,29,3515,14148
54,17,20,39,19206,10999
53,31,15,83,2225,5755
